SDNN,RMSSD,LF,HF,LF/HF Ratio
50.008832442101884,32.895293499954676,559.9225201949879,1044.110605193277,0.5362674389188296
61.31101043042759,31.05863480558381,883.892200336775,2227.2420279569537,0.39685502933310224
99.50837954664924,38.375455505886585,785.4904725517457,853.9490056215623,0.9198329963274706
67.40864525827199,59.329306039966006,853.8899864749426,1044.5544707752174,0.8174681267136094
58.68054182511345,32.72169051409683,1558.3834102660574,806.9540004605785,1.9311923720268958
67.36150326575427,32.302965890939035,1858.3112014009494,792.4601533527796,2.344990083777354
117.60909431955791,34.52438428658639,770.3381420365204,473.1040583697516,1.628263652379129
73.46501654226694,35.6090345906991,1423.3897590322,679.0024520244281,2.09629546224524
69.06750192545132,34.39214151508032,688.0046687172021,692.6489947399682,0.9932948346737879
73.11734396768587,64.79984619495352,890.8334058345531,1361.8755003075962,0.6541224991809805
78.45979154247664,46.78385508901513,619.9702789222493,380.9614562888064,1.627383213414248
59.4749145065006,38.34350114775069,682.5177223719797,1652.0488570307346,0.41313410282470975
49.13481171452906,32.473348990346366,310.15661039267206,393.7406952863929,0.7877179425588082
63.017462835488885,45.89682336119603,1009.954493631429,1292.3302827478162,0.7814987446429051
71.02840151814077,34.94730864130889,620.1792061036736,1235.166509797213,0.5021017014179677
66.5754618626279,55.62277390232016,2010.0872223065032,1080.2158879969882,1.8608199015048257
61.18209787184483,28.701904659859753,595.9022451452195,837.0931147632898,0.7118709192987767
74.65855610712009,35.5500965476677,896.6271753688934,674.1416134713435,1.3300279310038579
54.11864117124729,30.154507364261,511.6272022451418,775.3771926522318,0.6598429862182111
44.85970723637565,33.11230510193876,529.5770674530794,556.5575283770713,0.951522601800631
86.17747185637064,29.870344125804444,371.7314159647353,277.7859435818819,1.3381937587319332
61.5824718027243,53.72505254444159,1124.4103752081212,598.3970462109835,1.8790373086361716
87.96351889025107,36.10005605013298,312.6737889798459,430.3220531836603,0.7266041483734917
52.65248290019717,31.2448524188479,145.43336823604315,237.60203541265778,0.6120880571728279
98.35851971232589,49.117223783931465,3452.7843440892325,1309.600886518451,2.63651649875436
83.69253092918945,51.04201823417703,1279.6434358149402,3057.307045367073,0.4185524766817462
74.39206491435912,53.00309197770753,964.7755390858047,2511.483186362714,0.384145728836454
80.624575795611,38.275886381126035,1288.786429832015,805.3757201528103,1.6002300511213368
53.49602467058235,46.20421443373025,148.3033115364335,231.34404767355562,0.6410509067676596
53.87133890628258,46.59499592751296,452.24355461103187,500.78172112887347,0.9030752032873209
51.9638972963174,46.98537451229053,457.90467243287526,417.8648309936396,1.0958200797708317
88.51683700479437,87.5744308371733,1870.6753641301534,2811.6616817482136,0.6653273316180128
62.27653196295803,47.51271612926305,696.2318023392537,1122.1176083474015,0.6204624160248488
109.09429478921231,43.25119133433743,2756.6973772469373,589.7651901269902,4.674228698803597
77.50374499912175,41.664490467138656,603.9351668654967,477.5465277849754,1.264662460570607
62.74142916234323,50.51434446427587,522.1832846484516,1121.7160660257032,0.46552180223162304
96.45567410301308,43.410577753233895,1054.4328279744263,117.22238647305514,8.995148961728393
